id	name	description	url	type
ART-STRUNKE-1894	Niklāvs Strunke	Latvian; painter; 1894–1966	https://arsaccordia.com/artists/ART-STRUNKE-1894.html	Q5
ART-STUMBRIS-1942	Mārcis Stumbris	Latvian; painter; 1942–2014	https://arsaccordia.com/artists/ART-STUMBRIS-1942.html	Q5
ART-SUNINS-1904	Žanis Sūniņš	Latvian; painter; 1904–1993	https://arsaccordia.com/artists/ART-SUNINS-1904.html	Q5
ART-SUNINS-1907	Kārlis Sūniņš	Latvian; painter; 1907–1979	https://arsaccordia.com/artists/ART-SUNINS-1907.html	Q5
ART-SUTA-1896	Romans Suta	Latvian; painter; 1896–1944	https://arsaccordia.com/artists/ART-SUTA-1896.html	Q5
ART-SVEMPS-1897	Leo Svemps	Latvian; painter; 1897–1975	https://arsaccordia.com/artists/ART-SVEMPS-1897.html	Q5
ART-TIDEMANIS-1897	Jānis Tīdemanis	Latvian; painter; 1897–1964	https://arsaccordia.com/artists/ART-TIDEMANIS-1897.html	Q5
ART-TILLBERGS-1880	Jānis-Roberts Tillbergs	Latvian; painter; 1880–1972	https://arsaccordia.com/artists/ART-TILLBERGS-1880.html	Q5
ART-TONE-1892	Valdemārs Tone	Latvian; painter; 1892–1958	https://arsaccordia.com/artists/ART-TONE-1892.html	Q5
ART-TOROPINS-1924	Aleksandrs Toropins	Latvian; painter; 1924–1960	https://arsaccordia.com/artists/ART-TOROPINS-1924.html	Q5
ART-UBANS-1893	Konrāds Ubāns	Latvian; painter; 1893–1981	https://arsaccordia.com/artists/ART-UBANS-1893.html	Q5
ART-UDERS-1868	Teodors Ūders	Latvian; painter; 1868–1915	https://arsaccordia.com/artists/ART-UDERS-1868.html	Q5
ART-ULDRIKIS-1909	Teodors Uldriķis	Latvian; painter; 1909–1973	https://arsaccordia.com/artists/ART-ULDRIKIS-1909.html	Q5
ART-UZTICIS-1914	Valters Uzticis	Latvian; painter; 1914–1991	https://arsaccordia.com/artists/ART-UZTICIS-1914.html	Q5
ART-VALDMANIS-1938	Edgars Valdmanis	Latvian; painter; 1938–1999	https://arsaccordia.com/artists/ART-VALDMANIS-1938.html	Q5
ART-VALTERS-1869	Jānis Valters	Latvian; painter; 1869–1932	https://arsaccordia.com/artists/ART-VALTERS-1869.html	Q5
ART-VARDAUNIS-1910	Edgars Vārdaunis	Latvian; painter; 1910–1999	https://arsaccordia.com/artists/ART-VARDAUNIS-1910.html	Q5
ART-VARSLAVANS-1899	Francisks Varslavāns	Latvian; painter; 1899–1949	https://arsaccordia.com/artists/ART-VARSLAVANS-1899.html	Q5
ART-VASILEVSKIS-1939	Bruno Vasiļevskis	Latvian; painter; 1939–1990	https://arsaccordia.com/artists/ART-VASILEVSKIS-1939.html	Q5
ART-VECOZOLS-1933	Imants Vecozols	Latvian; painter; 1933	https://arsaccordia.com/artists/ART-VECOZOLS-1933.html	Q5
ART-VEGERE-1948	Baiba Vegere	Latvian; painter; 1948	https://arsaccordia.com/artists/ART-VEGERE-1948.html	Q5
ART-VEITNERS-1907	Kārlis Veitners	Latvian; painter; 1907–1994	https://arsaccordia.com/artists/ART-VEITNERS-1907.html	Q5
ART-VELDRE-1927	Harijs Veldre	Latvian; painter; 1927–1999	https://arsaccordia.com/artists/ART-VELDRE-1927.html	Q5
ART-VIDBERGS-1890	Sigismunds Vidbergs	Latvian; painter; 1890–1970	https://arsaccordia.com/artists/ART-VIDBERGS-1890.html	Q5
ART-VIKA-1897	Hilda Vīka	Latvian; painter; 1897–1963	https://arsaccordia.com/artists/ART-VIKA-1897.html	Q5
ART-VILUMAINIS-1909	Jūlijs Viļumainis	Latvian; painter; 1909–1981	https://arsaccordia.com/artists/ART-VILUMAINIS-1909.html	Q5
ART-VIMBA-1904	Voldemārs Vimba	Latvian; painter; 1904–1985	https://arsaccordia.com/artists/ART-VIMBA-1904.html	Q5
ART-VINDEDZIS-1911	Oskars Vīndedzis	Latvian; painter; 1911–2002	https://arsaccordia.com/artists/ART-VINDEDZIS-1911.html	Q5
ART-VINOGRADOVS-1869	Sergejs Vinogradovs	Latvian; painter; 1869–1938	https://arsaccordia.com/artists/ART-VINOGRADOVS-1869.html	Q5
ART-VINTERS-1919	Edgars Vinters	Latvian; painter; 1919–2014	https://arsaccordia.com/artists/ART-VINTERS-1919.html	Q5
ART-VISOTSKIS-1864	Konstantīns Visotskis	Latvian; painter; 1864–1938	https://arsaccordia.com/artists/ART-VISOTSKIS-1864.html	Q5
ART-VITOLS-1877	Eduards Vītols	Latvian; painter; 1877–1954	https://arsaccordia.com/artists/ART-VITOLS-1877.html	Q5
ART-VUCANS-1905	Alberts Vucāns	Latvian; painter; 1905–1964	https://arsaccordia.com/artists/ART-VUCANS-1905.html	Q5
ART-ZAMS-1907	Eduards Zams	Latvian; painter; 1907–1987	https://arsaccordia.com/artists/ART-ZAMS-1907.html	Q5
ART-ZARDINS-1890	Ādolfs Zārdiņš	Latvian; painter; 1890–1967	https://arsaccordia.com/artists/ART-ZARDINS-1890.html	Q5
ART-ZARINA-1954	Aija Zariņa	Latvian; painter; 1954–2025	https://arsaccordia.com/artists/ART-ZARINA-1954.html	Q5
ART-ZARINS-1869	Rihards Zariņš	Latvian; painter, graphic artist; 1869–1939	https://arsaccordia.com/artists/ART-ZARINS-1869.html	Q5
ART-ZARINS-1929	Indulis Zariņš	Latvian; painter; 1929–1997	https://arsaccordia.com/artists/ART-ZARINS-1929.html	Q5
ART-ZAVICKIS-1911	Matīss Zavickis	Latvian; painter; 1911–1988	https://arsaccordia.com/artists/ART-ZAVICKIS-1911.html	Q5
ART-ZEBERINS-1882	Indriķis Zeberiņš	Latvian; painter; 1882–1969	https://arsaccordia.com/artists/ART-ZEBERINS-1882.html	Q5
ART-ZEMZARIS-1928	Uldis Zemzaris	Latvian; painter; 1928–2022	https://arsaccordia.com/artists/ART-ZEMZARIS-1928.html	Q5
ART-ZUPINS-1926	Arnis Zupiņš	Latvian; painter; 1926–2002	https://arsaccordia.com/artists/ART-ZUPINS-1926.html	Q5
ART-ZVIEDRIS-1905	Aleksandrs Zviedris	Latvian; painter; 1905–1993	https://arsaccordia.com/artists/ART-ZVIEDRIS-1905.html	Q5
ART-ZVIRBULIS-1944	Juris Zvirbulis	Latvian; painter; 1944	https://arsaccordia.com/artists/ART-ZVIRBULIS-1944.html	Q5
UNKNOWN	Herberts Silins	Latvian; painter; 1926–2001	https://arsaccordia.com/artists/UNKNOWN.html	Q5
